member_type,sigma,tau,sigma_vm,Sy,Su,label
shaft,26873722.97056094,93079056.64481129,163442128.42459688,263377378.23443562,344436279.2767058,Fatigue Risk
column,139590118.79433864,37339584.306210525,153844515.4482258,472362308.5729477,715713693.3864762,Safe
column,242595835.6587507,25149250.05312443,246475544.047825,282779834.04408574,441308110.107513,Buckling Risk
beam,862754178.496003,247421367.1953597,963325890.5203245,1321548797.037693,1891528187.5011046,Yield Risk
shaft,269578019.8657445,607446201.2186563,1086114621.4464035,996668923.4109997,1217651263.1469288,Yield Risk
beam,718528319.6536292,25017267.355633505,719833687.1403683,538004902.0127411,839549489.7375747,Fracture Risk
column,1423808319.6517456,50699070.49488098,1426513693.7150874,795310286.9947017,1115330280.877535,Buckling Risk
column,627983108.9393171,57613171.850498214,635862105.9829838,537761215.8679327,789275444.4423752,Buckling Risk
beam,511127873.68218195,359960046.3250753,806204321.5624187,944269104.5999883,1490134874.566149,Fatigue Risk
beam,343255620.457969,324494862.5897574,658570549.3851223,1341954256.6441543,1614612353.0477324,Safe
shaft,99964919.26128168,94021367.64858739,191083850.19788322,762751659.1283314,917265100.8864864,Safe
beam,102964526.1164443,10485776.313580366,104554044.17371559,785227515.9242013,1042341468.7601717,Safe
shaft,196797823.35809135,205268986.28321236,406368617.72003925,542501341.783392,665999431.4802049,Fatigue Risk
shaft,345941896.08048767,219871935.34663114,514496646.5614546,943785368.1725682,1256971038.867792,Safe
shaft,69119956.9340597,133665467.83750005,241613203.95048684,210903195.54136747,276145133.2048716,Fracture Risk
shaft,322003671.750646,119860283.57958099,383126385.62259126,995632613.4520968,1308409264.2186368,Safe
column,522602438.0339826,60064327.75337972,532856902.59624004,310225252.2688998,495036890.4977752,Fracture Risk
column,833395433.2931045,108148378.9013407,854187428.9702263,956271877.6299125,1488033062.8722646,Yield Risk
column,207748553.69116214,14647917.566775965,209292011.38098624,321371350.5311529,504848127.6888625,Buckling Risk
shaft,21844070.566491738,60859304.540464364,107650955.71503687,362117461.1418426,442664213.372667,Safe
beam,748610352.2104576,250816568.82628784,865531231.6895568,839140629.114856,1019024816.355283,Yield Risk
column,192130063.40040365,126633346.52130164,291585278.46205693,515536065.82666075,727808547.0660853,Safe
column,412152649.5900825,3894063.256764123,412207833.19833744,343231892.98880434,524490153.9954034,Fracture Risk
column,196080314.25569588,13780263.038924858,197527660.30831817,242974453.12389946,299188480.967331,Buckling Risk
beam,349367136.07857066,211202660.68655723,505842947.3808898,780017649.0631094,970702091.7667195,Fatigue Risk
column,133136229.73091286,60037839.78715639,168934550.30243868,581528237.8038468,739536567.7788392,Safe
column,729403600.807448,21899308.475044537,730389178.4562025,450860273.3562021,558790742.7798529,Buckling Risk
column,805569880.3179544,24647532.70090901,806700275.6167935,645311596.4049617,791502372.1598567,Fracture Risk
column,358918795.98539597,10137052.888572477,359347995.1737639,214561493.4318826,281170269.1912908,Buckling Risk
shaft,115183721.61399578,356794378.68562067,628628646.9051698,509325777.40972805,732164528.6334615,Fracture Risk
shaft,240503326.61522305,251758260.174582,497984452.3791744,1033732367.9661702,1646531177.1612387,Safe
shaft,329860220.22427696,1170024204.4939756,2053211553.199448,1245425658.1582916,1533454844.6705792,Fracture Risk
beam,843803212.5433848,58434976.66145579,849851634.6932629,723242197.2476585,915589067.4835275,Fracture Risk
beam,138636371.87691644,4019623.513507568,138811079.2651858,127492421.23737204,197484990.60333872,Yield Risk
beam,450513954.5739531,266799170.3804982,645374476.7288432,927671363.8911979,1431212388.416656,Fatigue Risk
column,302497537.74043995,26638041.88488061,305995941.4198346,819961153.0149779,1050593571.0422183,Safe
shaft,1680675.00860638,118381276.30343322,205049273.11788732,168349909.67286885,244511642.289757,Fracture Risk
column,293906052.42720336,38246557.92822156,301279214.7384423,350951204.51367676,469831925.8213729,Buckling Risk
beam,359814251.0032188,270462042.93028796,590690651.0374801,1379608215.3163903,1910200825.7442186,Safe
beam,1174136263.8797696,86144678.90348019,1183578760.9059632,868933976.3034742,1363856957.1459641,Fracture Risk
column,47028199.121192485,68457811.10066381,127558093.48945694,398634326.81241095,571324485.4621086,Safe
column,550516685.7188098,25697423.691132348,552313039.8677073,401215253.05307853,481833991.97934943,Buckling Risk
shaft,133378296.7188479,43714986.545273244,153371347.32922345,754589993.6643835,1149763465.9336967,Safe
shaft,105529426.73734045,8417000.375058724,106531674.13240497,442827554.315961,667212414.0105941,Safe
beam,29019918.96030468,59860710.21114295,107666473.78552876,369139265.0235359,485841580.0027705,Safe
beam,612527394.043726,80956410.99137233,628372206.4953302,861284889.9052538,1116860535.74679,Yield Risk
column,365708231.3330895,19172561.286611233,367212842.61806947,233670418.7903937,289428603.60431623,Fracture Risk
column,1888885567.4073339,127477943.26047511,1901746714.15872,1363881963.7619019,1979936942.9502616,Fracture Risk
column,296987406.5404351,58821792.91833025,313976957.1321986,482510133.2261335,623803870.9844393,Buckling Risk
beam,339488577.4188915,166051703.377809,444940444.0842822,585755047.5358231,877706756.3204752,Fatigue Risk
column,584680285.8876787,58805280.25509455,593485652.4494407,606821462.5868146,760192955.718635,Yield Risk
shaft,30901725.776706982,94977131.47648576,167382445.81342387,433477119.87530667,658028615.0784302,Safe
beam,94290373.11448346,141657339.0666157,262851820.60691702,971473854.9777153,1222576678.5411978,Safe
column,134089373.38693553,102650626.94377537,222691296.8464449,691531566.4694881,900403091.8341701,Safe
shaft,63712225.82423937,128445559.87850651,231417443.7612426,186419948.586484,260787726.6692642,Fracture Risk
shaft,25268295.648907024,183675717.83724907,319137579.6331212,154909317.8563443,208372139.22009444,Fracture Risk
beam,10932081.511006007,10021852.305266714,20513970.289756652,132317338.8021332,211564695.2103493,Safe
column,37740776.65588792,76769502.87292215,138220967.78946537,678515940.0525565,881976223.4035897,Safe
column,763436952.5708644,61383749.93426769,770804693.0440073,553388444.7730901,674895607.1934931,Buckling Risk
beam,126896327.03720161,283506244.3089768,507178518.37600166,1356758847.0736988,1783765930.5063162,Safe
column,1283459259.2000158,21135831.01301581,1283981246.0017028,1183101578.5198603,1836437091.3671653,Yield Risk
column,351862721.92803365,25688633.36685841,354664761.05665666,399438059.176684,623748850.4095583,Buckling Risk
column,4302785.101201914,83110405.67592695,144015737.17645782,636096865.0717635,883442327.4703052,Safe
beam,40752656.11816247,167392622.719871,292782597.5084524,496384748.870391,781157180.6963272,Safe
beam,1077653779.9422925,270189339.9954156,1174880635.5393665,1374266220.3682864,1947439039.4834993,Fatigue Risk
column,198311517.60390395,97915503.31870231,260940214.19633257,521137855.229977,817386119.9257438,Safe
column,9954045.054054692,127303003.16285168,220719837.92985448,1345580629.0313642,1945599517.8208773,Safe
column,824072204.2874668,111050482.39353555,846221972.5336344,756842478.4749458,1195780246.9847116,Buckling Risk
shaft,64921668.82662567,155800737.06016845,277554376.81418264,199081603.25740278,285657555.72176707,Fracture Risk
beam,628500480.3079398,130278302.5414675,667780025.2228045,478087515.4498369,691672874.742395,Fracture Risk
shaft,123847306.33545361,255372756.5616444,459329826.6694929,321827399.6375966,406720262.48176605,Fracture Risk
column,767826739.0829012,18579432.44471018,768500804.9316437,486083288.7398929,651089465.907951,Buckling Risk
shaft,143245468.65719774,983782147.6745721,1709971112.7795115,1056902930.5871577,1310597516.3119137,Fracture Risk
beam,1967689368.9092429,152509743.8401392,1985341058.4625022,1396967610.0402267,1855868540.8690662,Fracture Risk
beam,295988421.53078103,381305317.97331643,723733640.3846923,1089090492.4175692,1568560786.2250795,Yield Risk
column,1321555367.8169155,55809036.63253702,1325085859.8276787,941408073.0326247,1356951607.928898,Fracture Risk
beam,391558034.99741787,70213810.72089764,410009307.72226286,630860454.0451291,904142127.4218404,Fatigue Risk
shaft,17085291.624773078,119400110.03676309,207511604.5436422,161558533.47414124,246313198.60640007,Fracture Risk
shaft,26219981.165821332,594428765.9116482,1029914637.5511278,950962807.5908387,1437070795.0399973,Yield Risk
shaft,18048002.085590966,423845121.37423426,734343101.7702144,525493147.1540153,669409012.9626862,Fracture Risk
beam,655552603.5115807,6287413.222819474,655643051.2602991,1364200839.8959835,1950034444.7743335,Safe
column,197900728.18018895,2550903.4289506655,197950043.0390469,128248890.97631629,186798459.39709204,Buckling Risk
shaft,85001987.35010971,311966709.1813854,546987221.7573802,851768242.597758,1280955594.099258,Yield Risk
shaft,69127101.47597939,529772849.17725736,920193659.6905228,490005343.19029593,641577942.9224417,Fracture Risk
shaft,81184900.41473967,23799352.352063373,91050620.93409462,191643615.47768795,267256548.06973502,Safe
column,317201718.768979,24340745.902328074,319991165.6956166,525435349.9180986,714145782.5671707,Buckling Risk
shaft,454815850.8083659,823841044.5899943,1497664734.979073,1296671240.2900994,1866633452.4792306,Fracture Risk
shaft,142557150.6991215,539869316.9995178,945885394.4997933,460532087.7005031,595626496.5457026,Fracture Risk
column,1154692574.8594596,159450545.03391996,1187260869.1313007,1074777557.4730701,1606591008.7861829,Fracture Risk
beam,1551470147.772596,195128009.315874,1587855295.512865,1346972054.6979487,2081452950.6820605,Fracture Risk
beam,295314872.1398386,15341577.974293,296507952.25624746,194849743.50817648,237636938.3753657,Fracture Risk
column,626668935.7342994,4067554.2081305995,626708536.7266572,449887538.80203664,621256878.0191993,Buckling Risk
column,458494675.9268268,87150448.49844082,482703811.7455507,710761474.9328195,1061439759.6380744,Buckling Risk
beam,324738866.6062956,142264867.14575225,407643482.4166051,1213869035.9900274,1835968995.7459304,Safe
shaft,159137029.61524412,343059569.94817936,615137545.4269171,537517541.4937983,691562277.5757105,Fracture Risk
shaft,183290449.85373238,527963432.4203218,932647600.6116816,682386677.0841401,899840425.6730218,Fracture Risk
column,1191319800.183971,67879767.29498546,1197107286.2256083,1161494925.9879127,1645541586.4982495,Yield Risk
column,1051915056.4846668,32319858.96926527,1053403534.2215819,885024384.5079312,1211315973.6889722,Buckling Risk
beam,905524396.353087,148368138.68380222,941283031.8879175,606572541.7777253,911186237.1772385,Fracture Risk
shaft,155826990.76083523,98164240.32088935,230631102.15864077,762677034.2411946,1175800465.594112,Safe
shaft,329023478.6014627,259328731.3226875,556785975.1639862,842646599.6890055,1266819751.1360457,Yield Risk
shaft,125298031.43872374,256956310.08479688,462362663.45759606,359520375.35656136,432322026.2256195,Fracture Risk
column,242277018.0716973,33593231.49872638,249165946.8974334,357639859.98490393,510009801.9194723,Buckling Risk
shaft,285704145.1156686,98588725.1833915,332845412.6710084,1077900380.1171331,1606538101.9513187,Safe
shaft,69814486.54186659,556722482.9954565,966795651.4946597,481691952.2791252,693662871.0345721,Fracture Risk
beam,108722861.9626591,35085601.54465533,124553839.84688063,238082682.8893659,348277998.74064827,Safe
column,77015285.13005821,13642034.999169495,80558484.96849889,391171198.18491805,490296455.48818576,Safe
column,1509648779.7270694,215765524.07556656,1555218223.3597448,1336876505.3137052,1970196149.808677,Buckling Risk
shaft,253289882.91200206,740968458.3752456,1308150806.9433508,796688644.6381207,1080869308.7870214,Fracture Risk
shaft,48391849.39433206,26276418.26788978,66431329.6477723,1082031184.7117732,1439161198.1783495,Safe
shaft,231790334.8585103,735457865.2921529,1294766996.1016507,1054469226.0803294,1551478152.0187175,Fracture Risk
shaft,248931671.60479036,566959225.4569558,1013062321.4394112,755287968.6176054,1039191323.7449707,Fracture Risk
shaft,85467068.40833402,107088221.41612935,204226054.3626221,605817620.8750086,935488160.3005153,Safe
shaft,187371768.2211806,153392224.76343247,325108756.23390704,909080976.5566682,1398957927.6772997,Safe
beam,324413821.04083043,88416343.91990244,358743190.73509866,798384548.802642,984825050.9719024,Safe
beam,183197631.56582323,325882872.90576756,593430967.1488985,838314499.5570403,1048156809.6843182,Yield Risk
column,162693539.45366055,51530198.80487943,185567432.3435311,290847665.161299,464441159.5343284,Yield Risk
column,732789008.4952123,6706129.268642054,732881059.5729021,484204631.40962076,679076906.799625,Fracture Risk
column,1788615971.280992,130839111.3861806,1802915336.8714857,1228040137.1919084,1774477720.9711359,Buckling Risk
shaft,385256009.59396476,543275780.9754952,1016792956.0691636,1147247232.4583864,1643185656.8832693,Fatigue Risk
column,755988688.3478866,21737724.071164515,756925678.553278,1115947277.9582005,1366067145.8695776,Buckling Risk
column,104484898.06045105,32114259.634886015,118368369.67025208,627430744.5433068,991418607.1690961,Safe
beam,290113939.63416106,20116652.143028043,292198797.14055026,762205160.9200468,1082837073.319838,Safe
column,53731961.274032705,159099455.66238865,280757963.44638073,879525802.9713482,1405926390.5690572,Safe
shaft,13695034.14476904,713098466.8058006,1235198698.2030773,793788355.6350682,1000514454.655121,Fracture Risk
shaft,170017833.13359553,77424933.2964345,216540814.79322815,489233542.20052826,756823614.0562481,Safe
column,1041347785.3070189,5628752.11306958,1041393421.5822972,875931658.5286508,1131854988.7103333,Buckling Risk
column,404558287.997037,41119369.62610299,410779522.44779414,325896874.0898447,397643825.0192005,Fracture Risk
column,90934610.67435312,16214310.990509806,95172554.13819195,104258107.63773046,131581270.21221544,Buckling Risk
column,1520484729.4732766,156531524.35746992,1544467599.8266985,1107549102.2876782,1495651836.8164341,Fracture Risk
column,409552442.27539206,50657260.45950985,418845648.2829041,544075757.3751761,684865068.3783602,Yield Risk
shaft,101119905.3792293,108234357.12526543,213000618.42835757,297800273.24344015,470720508.79405797,Fatigue Risk
shaft,154186359.94313133,572347041.6958399,1003253129.5772027,690415386.2418575,1104033763.5218427,Fracture Risk
column,386807465.12251955,7667863.659383992,387035403.3855377,317431411.2005993,444957946.03509635,Fracture Risk
beam,1009607606.4720224,110918441.5962917,1027723805.8469872,1213005611.2398186,1499420615.8995173,Fatigue Risk
beam,1077017444.9563308,274717772.55728793,1177444750.473149,939731842.1919508,1228028168.6710975,Fracture Risk
column,1298963136.9273782,33974365.573554516,1300295352.4659662,1383508780.183683,1773939748.6806653,Yield Risk
